season no.,episode no.,episode name,name,line
2,1,A Rickle in Time,Rick,"Alright, listen, you two, we froze time for a pretty long time, so when I unfreeze it, the world's time is gonna be fine, but our time's gonna need a little time to, you know, stabilize."
2,1,A Rickle in Time,Morty,Our time is gonna be unstable? What does that even mean?
2,1,A Rickle in Time,Rick,"It means relax and stop being a pussy, Morty. I thought you learned that by now. It also means don't touch your parents or we could shatter into countless theoretical shards."
2,1,A Rickle in Time,Morty,"Wait a minute, what?"
2,1,A Rickle in Time,Rick,And away we go!
2,1,A Rickle in Time,Morty,"Uh, did we ever put that mattress under Mr. Benson?"
2,1,A Rickle in Time,Rick,"Shhh, Morty!"
2,1,A Rickle in Time,Jerry,"...A THING OR TWO ABOUT... wait, what? Was the house...? When we pulled up I could have sworn the house was completely trashed."
2,1,A Rickle in Time,Rick,"Negative visualization, Jerry. It explains a lot about where you're at. Hi, sweety."
2,1,A Rickle in Time,Beth,"Hi, dad."
2,1,A Rickle in Time,Beth,"Summer, Morty, are you okay?"
2,1,A Rickle in Time,Morty,W-We just missed you a lot.
2,1,A Rickle in Time,Summer,"Yeah, we missed you so much. Too much to hug you though."
2,1,A Rickle in Time,Rick,"Yeah it would literally destroy them. Now listen, why do—why do—why—why don't you guys go get a free sunday ice cream,  go out there and get some ice creams. Here's five hundred dollars cash in unmarked moneys. I'm just gonna put it on the floor and uh, kick it on over to ya. You guys go nuts."
2,1,A Rickle in Time,Jerry,"This better not be a bribe. If I find a single thing out of place in this house, my love of ice cream won't save you. I'll get my jacket."
2,1,A Rickle in Time,Beth,"Sweety, is your shirt on backwards?"
2,1,A Rickle in Time,Morty,Oh!
2,1,A Rickle in Time,Rick,Uh oh.
2,1,A Rickle in Time,Jerry,"Yeah, I like it this way. I'm not stupid."
2,1,A Rickle in Time,Morty,Phew...
2,1,A Rickle in Time,Rick,"Man that guy is the Red Grin Grumble to pretending he knows what's going on.  Oh you agree, huh?  You like that Red Grin Grumble reference?  Well guess what? I made him up. You really are your father's children. Think for yourselves, don't be sheep."
2,1,A Rickle in Time,Summer,"God, I feel terrible."
2,1,A Rickle in Time,Rick,"Yup, it really makes you appreciate how fickle the universe can be.   One minute you're falling off a roof for six months, the next minute, bam!"
2,1,A Rickle in Time,Morty,"Uh, just to be clear, it was Summer's job to put the mattress under-"
2,1,A Rickle in Time,Summer,"Uh, what? It was your job, Morty."
2,1,A Rickle in Time,Morty,Nuh uh!
2,1,A Rickle in Time,Summer,Yeah huh!
2,1,A Rickle in Time,Rick,"Actually, sorry Summer, I gotta back the M bomb on this one. I remember the conversation. We told Morty to replace all the bank's money with cookies, your job was to put the mattress under Mr. Benson."
2,1,A Rickle in Time,Morty,"Boom! In your face Summer! You really dropped the ball, man."
2,1,A Rickle in Time,Summer,"Shut up Morty, you vindictive little turd!"
2,1,A Rickle in Time,Morty,You shut up you big... female asshole!
2,1,A Rickle in Time,Summer,I didn't!
2,1,A Rickle in Time,Morty,You didn't what?
2,1,A Rickle in Time,Morty,What's yours?
2,1,A Rickle in Time,Morty,You shut up!
2,1,A Rickle in Time,Rick,Whoa whoa wh-what the hell hell hell hell hell?
2,1,A Rickle in Time,All Ricks,"Oh God, oh no, what did you guys just do?"
2,1,A Rickle in Time,Summer 1,What do you mean?
2,1,A Rickle in Time,All Summers,"Wait, what am I saying?"
2,1,A Rickle in Time,Rick,Were either of you guys uncertain about anything just now?
2,1,A Rickle in Time,All Mortys,Oh man... I don't feel good.
2,1,A Rickle in Time,Morty 1,Am I me? I think so.
2,1,A Rickle in Time,Morty 2,A-am I talking right now?
2,1,A Rickle in Time,All Mortys,"Wait, who said that?"
2,1,A Rickle in Time,All Ricks,"Alright both of you, just don't move, don't speak, don't think. I have to check something."
2,1,A Rickle in Time,Summer 1,What should we do Morty?
2,1,A Rickle in Time,Morty 1,Let's see if he needs help.
2,1,A Rickle in Time,Morty 2,What do you mean you're gonna help him.
2,1,A Rickle in Time,Summer 1,"Ugh, I can help too."
2,1,A Rickle in Time,All Summers,What's happening Grampa?
2,1,A Rickle in Time,All Ricks,Shut up!  Oh crap are you kidding me? Two dots? This never needs to be more than one dot. The two of you made us uncertain!
2,1,A Rickle in Time,Morty 1,What do you mean?
2,1,A Rickle in Time,Morty 2,What? In English?
2,1,A Rickle in Time,Summer 1,What? English please?
2,1,A Rickle in Time,All Ricks,Our time is fractured. You two somehow created a feedback loop of uncertainty that's split our reality into two equally possible impossiblities. W-we're exactly like a man capable of sustaining a platonic friendship with an attractive female co-worker. We're entirely hypothetical.
2,1,A Rickle in Time,All Mortys,But I thought there were infinite timelines.
2,1,A Rickle in Time,All Ricks,"We're not on any timeline, dummy. Look."
2,1,A Rickle in Time,All Mortys,"Oh, my God!"
2,1,A Rickle in Time,All Summers,Are those cats?
2,1,A Rickle in Time,All Ricks,"I assume they're Schrodinger's cats. A-actually, I assume they both are and aren't, just like us."
2,1,A Rickle in Time,All Ricks,“Mom and Dad?” Get your head out of your family's ass. The three of us are lost in a timeless oblivion. Your parents get to exist. They're probably living it up in some pointless grounded story about their shitty marriage.
2,1,A Rickle in Time,Jerry,Cold Stone Creamery is the best. What should we do with our remaining twenty dollars?
2,1,A Rickle in Time,Beth,You realize they sing no matter how much you tip.
2,1,A Rickle in Time,Beth,Holy shit! What happened?
2,1,A Rickle in Time,Jerry,I hit a deer! W-we have to tell the cops you were driving.
2,1,A Rickle in Time,Beth,W-what?
2,1,A Rickle in Time,Jerry,This is Rum Raisin!
2,1,A Rickle in Time,Beth,It's still alive.
2,1,A Rickle in Time,Jerry,"Well, do we- do I uh, get a big rock? Or--"
2,1,A Rickle in Time,Beth,"It's not an armadillo, asshole!"
2,1,A Rickle in Time,Jerry,"I thought that's what a man's supposed to say, it's not like I could have actually done it."
2,1,A Rickle in Time,Beth,"If we were near a hospital, I could treat it, but I-I think we have to just-"
2,1,A Rickle in Time,Jerry,"It's okay, this is just something that happens. And even if we were in a hospital, what could we do, you're a horse surgeon, not a deer surgeon."
2,1,A Rickle in Time,Beth,So...
2,1,A Rickle in Time,Jerry,Well don't different animals-
2,1,A Rickle in Time,Beth,Require different levels of skill to keep alive?
2,1,A Rickle in Time,Jerry,Oh God...
2,1,A Rickle in Time,Beth,"Get the deer in the car, Jerry."
2,1,A Rickle in Time,Jerry,Yes Beth.
2,1,A Rickle in Time,All Ricks,"This is why you don't freeze time, you guys. It's incredibly irresponsible.Morty 1"
2,1,A Rickle in Time,Morty 2,And you did it so you could clean the house after a party?
2,1,A Rickle in Time,All Ricks,"Look, there's no time to hold me accountable, Morty. Like literally no time. Look around. Uncertainty is inherently unsustainable. Eventually everything either is or isn't. And we've got about four hours to be “is”."
2,1,A Rickle in Time,Morty 1,Or...
2,1,A Rickle in Time,Morty 2,Or?
2,1,A Rickle in Time,All Ricks,We “isn't”
2,1,A Rickle in Time,All Ricks,"Alright, since this time crystal exists in both possibilities, and since it's impossible that I didn't nail this, I'm probably about to press this button in both possibilities at exactly the same time."
2,1,A Rickle in Time,All Ricks,"Whatever you're asking, the answer is I'm amazing. And away we go!"
2,1,A Rickle in Time,Rick,"Huh, what do you know, it's working"
2,1,A Rickle in Time,Summer 1,"Ow, ow ouch!"
2,1,A Rickle in Time,Morty 2,"Whoa, ow, ow."
2,1,A Rickle in Time,Rick,Oh shit.
2,1,A Rickle in Time,All Ricks,What the hell is wrong with you two!? I—I m—I m—I mean you four!?
2,1,A Rickle in Time,All Ricks,"Good I'm glad it was painful. You do deserve it! I saw you, you're both  all over the damn place. We've been split for twenty minutes and your lives are already scattered to the quantum fucking wind? What the hell do either of you have to be so uncertain about? Your brand of zit cream? Which chair to sit in while I do everything? Come on, spit it out!"
2,1,A Rickle in Time,All Mortys,"Well you don't exactly make it easy, Rick!"
2,1,A Rickle in Time,Morty 1,You make fun of me all the time and now Summer's doing it too!
2,1,A Rickle in Time,Morty 2,You're always picking on me and now you got someone to kiss your ass!
2,1,A Rickle in Time,Summer 1,Me? What about you? Would you get more excited to see me fail? You want Grampa all to yourself!
2,1,A Rickle in Time,All Ricks,"Alright, cool it, I see what's happening here. You're both young, you're both unsure about your place in the universe, you both wanna be “Grampa's favorite.” I can fix this. Morty sit here, Summer, you sit here. Now listen, I know the two of you are very different from each other in a lot of ways, but you have to understand that as far as Grampa's concerned, you're both pieces of shit. Yeah, I can prove it mathematically. Actually, let me grab my whiteboard. This has been a long time coming anyway."
2,1,A Rickle in Time,Beth,"Emergency, wounded deer coming in."
2,1,A Rickle in Time,Vet,"Three. Excuse me, you can't be back here."
2,1,A Rickle in Time,Beth,"I'm a certified horse surgeon, and this deer needs medical attention. Nurse, please move that snake."
2,1,A Rickle in Time,Vet,"That's my nurse, and as a horse surgeon, I'm sure that you know that deer have much smaller, much more intricate organs-"
2,1,A Rickle in Time,Beth,"As a vet, I'm sure you know a deer is closer to a horse than you are to a doctor, so let's save the measuring for when our dicks are out, it's time to save a life!"
2,1,A Rickle in Time,Vet,Geez...
2,1,A Rickle in Time,Beth,"That's odd, this deer's wounded."
2,1,A Rickle in Time,Jerry,"Uh, yeah, I was there, you don't have to rub it in."
2,1,A Rickle in Time,Beth,I mean it's been shot. With a gun.
2,1,A Rickle in Time,Vet,"May I help you, sir?"
2,1,A Rickle in Time,Vet,"Look, I don't know what the law says about this, but I took an oath that I would let no animal come to harm. Except when sterilizing, aborting or euthenizing them and also when eating them at almost any meal."
2,1,A Rickle in Time,Beth,"In your dreams, bitch! Scalpel!"
2,1,A Rickle in Time,All Ricks,"So in conclusion, you're both equally mercurial, overly sensitive, clingy hysterical bird brained homunculi. And I honestly can't tell the two of you half the time because I don't go by height or age, I go by amount of pain in my ass, which makes you both identical. Alright, everything resolved? Everybody nice and certain about their position in my world?"
2,1,A Rickle in Time,All Ricks,"Alright, perfect. Sit still,  arms down, I'm gonna do this again, this time, be like Grampa."
2,1,A Rickle in Time,Morty 2,You mean drunk?
2,1,A Rickle in Time,Morty 2,No.
2,1,A Rickle in Time,All Ricks,"Huh, that's weird. Oh, my God."
2,1,A Rickle in Time,All Summers,What?
2,1,A Rickle in Time,All Ricks,That son of a bitch is gonna kill me!
2,1,A Rickle in Time,All Mortys,Rick what the hell are you doing?
2,1,A Rickle in Time,All Ricks,Saving our lives. After he takes me out he's gonna be coming for you!
2,1,A Rickle in Time,All Summers,Who?
2,1,A Rickle in Time,All Ricks,Me!
2,1,A Rickle in Time,All Summers,Ahh!
2,1,A Rickle in Time,All Mortys,Whoa whoa!
2,1,A Rickle in Time,All Ricks,"Oh God, now there's three of them, we're outnumbered! Get in the cupboards! Wait, don't don't do that, they'll know... wait wait, think about getting in the cupboards but don't really. AAAAH IS THIS WHAT YOU WANT YOU SICK FUCKS? YOU WANNA SEE CHILDREN DIE?"
2,1,A Rickle in Time,Beth,"You son of a bitch, you don't stop living until I SAY SO!"
2,1,A Rickle in Time,Vet,Who's this now?
2,1,A Rickle in Time,Jerry,She normally works on horses.
2,1,A Rickle in Time,Beth,"Jerry, if you're not gonna help, get the fuck out of here! I will reach into heaven and yank your screaming deer soul back!"
2,1,A Rickle in Time,Vet,Jesus...
2,1,A Rickle in Time,All Ricks,"Shh shh... I know where you are, you creepy old monster... I know how you think! Oh, is this where you think I'm going? You think I'm standing here? Well maybe you're right!"
2,1,A Rickle in Time,All Summers,"Holy shit, now what?"
2,1,A Rickle in Time,All Mortys,"Well if all of me knocked out all the Ricks, and you peed in all of your pants, doesn't that mean that we're all synchronized?"
2,1,A Rickle in Time,All Summers,Right.
2,1,A Rickle in Time,All Mortys,"Okay... so from now on, whatever we do we have to be certain."
2,1,A Rickle in Time,All Summers,Right...
2,1,A Rickle in Time,All Mortys,I think I'm certain we're F'd in the A.
2,1,A Rickle in Time,All Ricks,"Oh God, my head. What did you guys do?"
2,1,A Rickle in Time,All Mortys,"We put you in a dog crate because you were acting crazy, and you caused another time fracture."
2,1,A Rickle in Time,All Summers,You tried to kill yourself!
2,1,A Rickle in Time,All Ricks,"Only in self defense, myself tried to kill me first! Guys, I don't expect you to understand this, but time breaking twice means our problem is two times bigger and we've got half as much time to solve it. Well actually, I do expect you to understand that, it's basic math. C-could someone just let me out of here? If I die in a cage I lose a bet."
2,1,A Rickle in Time,All Summers,Well is there some way you can prove you're not a threat to yourself and others anymore?
2,1,A Rickle in Time,All Ricks,"Ah, for God's sake, alright here, give me the time crystal."
2,1,A Rickle in Time,All Mortys,W-what're you doing?
2,1,A Rickle in Time,All Ricks,"Calling myself. Here, listen,  it'll probably go to voice mail since, you know, I'm calling myself."
2,1,A Rickle in Time,All Ricks,"Don't fall for it, it's a bit."
2,1,A Rickle in Time,All Ricks,"Hey Rick, it's Rick. Listen, I'm sorry about earlier. No hard feelings. I know you know I mean it too. Take it easy. Whoa. Damn, look at this, I'm blown up. Three new voicemails.  Yeah yeah, I heard this one.  You get the idea  we're cool now."
2,1,A Rickle in Time,All Summers,"Okay, well we're still not gonna let you out of this crate."
2,1,A Rickle in Time,All Ricks,Fine I'll just do it myself.
2,1,A Rickle in Time,All Mortys,If you could get out that whole time why didn't you?
2,1,A Rickle in Time,All Ricks,"Because I waited until I was certain it was what I wanted to do, Morty. That's the difference between you and me. I'm certain, and you're a walking burlap sack filled with turds."
2,1,A Rickle in Time,All Mortys,"You know, geez Rick, y—y—you're really tearing into me right now. You know, words hurt."
2,1,A Rickle in Time,Morty 1,"Oh, my God!"
2,1,A Rickle in Time,Morty 2,It's a monster!
2,1,A Rickle in Time,Summer 1,It's a monster!
2,1,A Rickle in Time,Testicle Monster A,"Ey, ye ey, quit yellin' quit yellin'."
2,1,A Rickle in Time,Testicle Monster A,"What the fuck?! Your time is all ripped up to hell! You broke your time, twice!"
2,1,A Rickle in Time,Testicle Monster A,How did this happen?
2,1,A Rickle in Time,Testicle Monster A,"Shut the fuck up! Oh, damn, I'm from the 4th dimension. I can hear all o' y'all. Now let's just see what we got here for a second."
2,1,A Rickle in Time,Testicle Monster A,"Ay, damn it, were you tryin' to use this to- oh, see, you broke time, and you thought you could just stick it back together with this? How you think you gonna move time while you're standin in it you dumn ass three-dimensional monkey ass dummies?"
2,1,A Rickle in Time,All Mortys,"Oh way to go, Rick."
2,1,A Rickle in Time,All Summers,"Yeah Grampa, way to go."
2,1,A Rickle in Time,All Ricks,"Oh, what you're just gonna listen to this guy now? He's got a giant testicle for a head! He came here in a bubble. For all we know he could be the David Berkowitz of Nutsack Land."
2,1,A Rickle in Time,Testicle Monster A,"Shut up. Here, put these on. They'll sync your possibilities up so I can bring you back to certain time. Y'all just-just negligent, now ay, ay, ay, the three of you, put your collars on!"
2,1,A Rickle in Time,Testicle Monster A,"Exactly, because you're being obstinate."
2,1,A Rickle in Time,Rick,"Yes, we're back, problem solved."
2,1,A Rickle in Time,Summer,"Yes, we're back to our own time."
2,1,A Rickle in Time,Morty,"Yes no more cats, no more cats, oh you did it, you fixed it."
2,1,A Rickle in Time,Testicle Monster A,"Yeah, now keep those collars on so you don't break your weak ass time again."
2,1,A Rickle in Time,Rick,How long exactly do we have to wear these things? They're really embarassing.
2,1,A Rickle in Time,Testicle Monster A,"Well since you're goin' to time prison, I'd say you can keep em on forever."
2,1,A Rickle in Time,Summer,Time prison?
2,1,A Rickle in Time,Testicle Monster A,"Yeah, well I don't know where you expect me to think you got that crystal over there, but the only way you dumb ass, assin' ass asses could ever have one, is if it was stolen."
2,1,A Rickle in Time,Summer,You stole a time freezing crystal from testical monsters?
2,1,A Rickle in Time,Rick,"I would have been happy to pay for it, Summer, but they don't exactly sell them at Costco. Besides, there's a larger lesson to be learned here. Get him!"
2,1,A Rickle in Time,Testicle Monster A,Ututututut! You'd better keep back! Man this will turn your ass into a third trimester fetus from 30 yards.
2,1,A Rickle in Time,Vet,Hmm...
2,1,A Rickle in Time,Beth,Isn't there a kitten somewhere that needs a manicure?
2,1,A Rickle in Time,Jerry,"Honey, it's gonna be okay. These men are from the Cervine Institute of Elk, Moose Deer and Stag. They can take this deer to a helicopter and fly it to the country's top deer surgeon on a wildlife reserve across the state border, where your jurisdiction ends."
2,1,A Rickle in Time,Vet,I guess that's the end of that.
2,1,A Rickle in Time,Jerry,We did it...
2,1,A Rickle in Time,Testicle Monster A,"Uh-huh, no motha- no, Earth, dude, I'm talking 'bout, yeah, with the dinosaurs. No, if you've get to the dolphin people, you've gone too far. Alright man, I'll talk to you later, okay.  You know what they do with 3rd dimensional life forms in time prison? Same thing they do in every other prison, only forever."
2,1,A Rickle in Time,Morty,Why are you doing this?
2,1,A Rickle in Time,Testicle Monster A,"You think I wanna be an omniscient immortal being transcending time and space my whole life? I got ambitions man, bringin' you guys in is my ticket up."
2,1,A Rickle in Time,Rick,What if I told you there's a huge ticket up right behind you?
2,1,A Rickle in Time,Testicle Monster A,You really think I'm that stupid?
2,1,A Rickle in Time,Rick,"Alright, hear me out on this. You're immortal, right, which means your life is infinite. Well in that case there's 100% chance that you'll eventually do everything, including turning around to look behind you."
2,1,A Rickle in Time,Testicle Monster A,I cannot argue that.
2,1,A Rickle in Time,Rick,"Ah, God, gross and weird!"
2,1,A Rickle in Time,Testicle Monster A,Chris!
2,1,A Rickle in Time,Testicle Monster A,You killed my gun!
2,1,A Rickle in Time,Rick,"Summer, Morty, take off your collars!"
2,1,A Rickle in Time,Testicle Monster A,What? What the hell are you doing?
2,1,A Rickle in Time,Rick,Good question. I suppose the answer is
2,1,A Rickle in Time,Testicle Monster A,"Oh, no, what are you doin'?"
2,1,A Rickle in Time,Testicle Monster A,"Lis- ay, to, AH. But these arms are vestigial. Now you poked me where an eye would have been about six million years ago."
2,1,A Rickle in Time,Testicle Monster A,"Ow, I'm defeated..."
2,1,A Rickle in Time,Jerry,"Look, I know I was kind of a nuisance today. I know it's my fault we hit the deer, and I know you wanted to be the one to save it."
2,1,A Rickle in Time,Beth,Whatever. How petty would I have to be to care less about an animal's life than my own ego?
2,1,A Rickle in Time,Jerry,Hmm... you'd have to be pretty petty. But you'd still be the woman I married.
2,1,A Rickle in Time,Beth,Where are we going?
2,1,A Rickle in Time,Jerry,One last stop.
2,1,A Rickle in Time,Beth,Where's the helicopter?
2,1,A Rickle in Time,Jerry,There is no helicopter and there is no Cervine Institute.
2,1,A Rickle in Time,Beth,But the top deer surgeon...
2,1,A Rickle in Time,Jerry,I'm looking at her. Thanks for F.D.'ing me up like that.
2,1,A Rickle in Time,Beth,I need five minutes.
2,1,A Rickle in Time,Beth,"Jerry, this was the most romantic weekend I've ever had."
2,1,A Rickle in Time,Jerry,Thanks to Cold Stone Creamery.
2,1,A Rickle in Time,Morty,"Yes, oh, yes, yes!"
2,1,A Rickle in Time,Summer,Woohoo! Whoo! Whoo!
2,1,A Rickle in Time,Morty,"Oh, that was a close call. Oh yeah, do it Rick, do it right."
2,1,A Rickle in Time,Rick,"You know what I'm talking about, oh yeah. I'm gonna do the cabbage patch, Morty. Check me out I'm doing the cabbage patch dance. It's a classic dance, remember, like this. Oh shit look at that."
2,1,A Rickle in Time,Morty,Do the cabbage patch. Do—do—do the dance.
2,1,A Rickle in Time,Summer,"Hey wait a second, how come you guys took longer to get here?"
2,1,A Rickle in Time,Morty,I don't know. I think like one sixty-fourth of my collars didn't work. It's hard to keep straight now that I have sixty-three other memories of everything.
2,1,A Rickle in Time,Rick,Yeah.
2,1,A Rickle in Time,Morty,"But I feel like one of the sixty-four Ricks like, sacrificed himself for me, maybe, I think."
2,1,A Rickle in Time,Rick,"Shut up, Morty. The last time you felt something, we all almost died. You little s—piece of shit."
2,1,A Rickle in Time,Beth,"Hey guys, we're home.Morty & Summer"
2,1,A Rickle in Time,Jerry,"Um, hold the phone, where did you guys get those necklaces from? Uh, Lady Gaga, table for three, am I right?"
2,1,A Rickle in Time,Jerry,"Are you guys Power Rangers? But only on one small part of your necks? Hey, do those things need batteries? Were they included? Clean up in the fruit isle! Not in a homophobic way though, they're just fruity necklaces is all I was saying."
2,1,A Rickle in Time,Beth,I'm gonna pee my pants.
2,1,A Rickle in Time,Morty,"Doesn't feel so good, does it?"
2,1,A Rickle in Time,Rick,No it doesn't. It hurts.
2,1,A Rickle in Time,Beth,I'm gonna pee-hee-hee.
2,1,A Rickle in Time,Jerry,"Somebody call the planet of Tron, we have three Tron people over here. But seriously, are these Halloween costumes? Are you going as motorcycles? With green headlights instead of normal ones? Are you dogs? Robot dogs? Gosh, you guys are lame. Are those chokers from the 90's? What is this, a 90's nostalgia thing? Are you guys in that movie “The Craft” with Fairuza Balk?"
2,1,A Rickle in Time,Testicle Monster A,"Hey man, when the hell were you?"
2,1,A Rickle in Time,Testicle Monster A,I told you past the dinosaurs.
2,1,A Rickle in Time,Testicle Monster A,"Come on, man, it's this way..."
2,1,A Rickle in Time,Testicle Monster A,"There he is, there he is, there he is, there he is, stop, stop."
2,1,A Rickle in Time,Testicle Monster A,"Yeah, that's him. Hey, man, remember me?  I got something for your ass! You don't mess with time! You don't fuck with time, motherfucker!"
2,10,The Wedding Squanchers,Jerry,The trick to cereal is keeping 70% of it above the milk.
2,10,The Wedding Squanchers,Beth,"Jerry, get a job."
2,10,The Wedding Squanchers,Rick,"Uh, w-why don't you get it Jerry? you're the man of the house and you don't have a job."
2,10,The Wedding Squanchers,Summer,"Gross, what is that thing?"
2,10,The Wedding Squanchers,Rick,"Ughhhh... belchflies towards front doorTurning back around and re-entering dining roomScoffsHovers over Jerry and fully shoves him into underside before flying away through open front door and into skyRuns to front doorFollow BethLooking into skyStill eating cerealUnscrewing and drinking from scotch flaskMorty waveskissing Beth's handHolding a suit in a dry cleaning bag* Your language has 'squanch,' in it a lot. Doesn't that become tedious and worn out like the Smurf thing?"
2,10,The Wedding Squanchers,Rick,"Beth, Squanchy culture is more... contextual than literal. You just say what's in your squanch and people understand."
2,10,The Wedding Squanchers,Beth,"Oh, okay... I squanch my family."
2,10,The Wedding Squanchers,Beth,"What? I do, I squanch my family."
2,5,Get Schwifty,Rick,"Oh boy. Time to go, Morty."
2,5,Get Schwifty,Morty,"Uhh, where?"
2,5,Get Schwifty,Rick,"The Pentagon. I mean, not THE Pentagon.  The lame one, here on Earth."
2,5,Get Schwifty,Summer,"Is it God? If it’s God, do we get out of school?"
2,5,Get Schwifty,Beth,"It’s not God, Summer."
2,5,Get Schwifty,Jerry,"She’s allowed to think it’s God if she wants, honey!"
2,5,Get Schwifty,Beth,"Shut up, Jerry."
2,5,Get Schwifty,Jerry,Ok…
2,5,Get Schwifty,Beth,"Dad, what do you know about this?"
2,5,Get Schwifty,Rick,Morty and I are going to look into it. You guys hold tight.
2,5,Get Schwifty,Mr. Goldenfold,"Scary stuff, huh? Pretty freaky. Hi, I’m Morty’s math teacher. I’m also part of the street team inviting folks to the church downtown so we can pray together."
2,5,Get Schwifty,Beth,How is praying going to help?
2,5,Get Schwifty,Mr. Goldenfold,"Ma’am, a giant head in the sky is controlling the weather. Did you wanna play checkers? Let’s be rational! I’ll see you at God’s house!"
2,5,Get Schwifty,President,"Gentlemen, gentlemen, one at a time! Simon?"
2,5,Get Schwifty,Nathan,"Have you tried sending it launch codes? Mr. President, what America’s got is 70,000 megatons of KABOOM-BOOM! And I say we show it right up this floating head’s ass!"
2,5,Get Schwifty,Rick,Stay back! This watch turns people into snakes!
2,5,Get Schwifty,President,Stand down. Everybody stand down! I’m the leader of these people and I’m unarmed. There’s no need for any more snake-makery.
2,5,Get Schwifty,Rick,My name is Rick Sanchez. This here’s my grandson Morty.
2,5,Get Schwifty,Morty,Hey.
2,5,Get Schwifty,Rick,"I’ve seen enough of the galaxy to know that what we’ve got here is a Cromulon from the Cygnus-5 Expanse. So you can forget about nukes, and you can forget about math.  This head won’t go away until  Earth shows them it’s got a hit song."
2,5,Get Schwifty,Rick,"No, Frasier. A live performance of a newly-written, catchy, original song. The Cromulon feed on the talent and showmanship of less-evolved lifeforms."
2,5,Get Schwifty,President,"All right, all right. Thank you, Mr. Sanchez. Change of plan, people. Get me Pharrell, Randy Newman, Billy Corgan, and The-Dream.  The-Dream? He wrote “Umbrella” and “Single Ladies”? You people haven’t heard of The-Dream?"
2,5,Get Schwifty,Rick,You’re gonna wanna put them on that giant speaker system at your sonic testing facility at Area 51.
2,5,Get Schwifty,Nathan,How do you know about that?
2,5,Get Schwifty,President,"For God’s sake, Nathan, the man turns people into snakes. He can use Google Maps."
2,5,Get Schwifty,President,What? How is that possible? Do people just die when I name them?
2,5,Get Schwifty,President,Dear God.
2,5,Get Schwifty,Rick,"Good luck, Mr. President."
2,5,Get Schwifty,President,Sanchez! Are you a musician?
2,5,Get Schwifty,Rick,"I dabble, Mr. President."
2,5,Get Schwifty,President,Get this man and his grandson on a Blackhawk to Area 51.
2,5,Get Schwifty,Principal Vagina,"Hi, Principal Vagina. The name’s real, possibly Scandinavian. I’m just gonna come out and make this pitch. The old gods are dead. Fuck all previous existing religions. All hail the one true god, the giant head in the sky."
2,5,Get Schwifty,Principal Vagina,"Ah, di di di di.  Bob, Bob, I get it. But unless this  can beat that… what have you done for me lately?  So if you wanna excuse me, I’m going out on the sidewalk and dropping to my knees and pledging my eternal soul to the thing that literally controls the fucking weather!  Outta my way!"
2,5,Get Schwifty,Mr. Goldenfold,"Ohhhh, this is my favorite part!"
2,5,Get Schwifty,Morty,"Rick, are you really a musician?"
2,5,Get Schwifty,Rick,"Who’s NOT a musician, Morty?"
2,5,Get Schwifty,Morty,Me!
2,5,Get Schwifty,Rick,"Yeah, not with that attitude."
2,5,Get Schwifty,Morty,B-b-but we don’t have a song!
2,5,Get Schwifty,Principal Vagina,"Giant head in the sky, please forgive all that we’ve done. We’re sorry for increased levels of emissions and our racism. And of course, the amber alerts I keep ignoring on my phone."
2,5,Get Schwifty,Rick,"All right, Morty, let’s get ready to do it! Why don’t you, uh, find a button on one of those keyboards and lay down some kind of beat?"
2,5,Get Schwifty,Morty,"Rick, I think we need to cut our losses. We get our family and portal out of here!"
2,5,Get Schwifty,Rick,"Morty! Good music comes from people who are relaxed. Just hit a button, Morty! Gimme a beat!"
2,5,Get Schwifty,Morty,"Oh man, ok, all right, um…"
2,5,Get Schwifty,Rick,Ahhhhh yeahhhhh Ya gotta get schwifty  Ya gotta get schwifty in here It’s time to get schwifty
2,5,Get Schwifty,Nathan,Get… schwifty? What the hell is that?
2,5,Get Schwifty,President,"It’s our world’s best effort, that’s what."
2,5,Get Schwifty,Rick,Take off your pants and your panties Shit on the floor Time to get schwifty in here I’m Mr. Bulldops
2,5,Get Schwifty,Nathan,Mr. Bulldops?
2,5,Get Schwifty,President,"Don’t analyze it, Nathan. It’s working!"
2,5,Get Schwifty,Rick,Take a shit on the floor Time to get schwifty in here
2,5,Get Schwifty,Summer,Listen! The storm is stopping!
2,5,Get Schwifty,Rick,"Hey, take your pants off It’s schwifty time today"
2,5,Get Schwifty,Principal Vagina,Please be kind to us for we are but tiny things with entire bodies stuck to your ground.
2,5,Get Schwifty,Beth,"Now hold on a second, let’s be rational about this."
2,5,Get Schwifty,Beth,"No, I’m… I’m just saying, we don’t know if there’s a cause-effect relationship --"
2,5,Get Schwifty,Beth,"Oh, God, what’s going on now?"
2,5,Get Schwifty,President,What the hell happened?
2,5,Get Schwifty,Rick,I think planet Earth has just been transported.
2,5,Get Schwifty,Principal Vagina,The head has left and sent its children!
2,5,Get Schwifty,Beth,Holy CRAP!
2,5,Get Schwifty,Summer,"Oh dear giant head, we apologize for that discussion! It will never happen again!"
2,5,Get Schwifty,Cromulon,"WE ASKED THEM TO SHOW US WHAT THEY GOT. AND THEY DID. NOW WE’LL SEE WHICH OF THEM HAS GOT THE MOST. 24 HOURS, FIVE PLANETS, FIVE SONGS. BUT IN THE END, THERE CAN ONLY BE ONE. PLANET MUSIC! All participation is involuntary. Disqualified and losing planets are disintegrated by plasma ray."
